Time	"FINISHED" "BLOCKED" "INITIALIZE" "(step 11 12)" "(step 11 21)" "(step 12 11)" "(step 12 13)" "(step 12 22)" "(step 13 12)" "(step 13 14)" "(step 13 23)" "(step 14 13)" "(step 14 15)" "(step 14 24)" "(step 15 14)" "(step 15 25)" "(step 21 11)" "(step 21 22)" "(step 21 31)" "(step 22 12)" "(step 22 21)" "(step 22 23)" "(step 22 32)" "(step 23 13)" "(step 23 22)" "(step 23 24)" "(step 23 33)" "(step 24 14)" "(step 24 23)" "(step 24 25)" "(step 24 34)" "(step 25 15)" "(step 25 24)" "(step 25 35)" "(step 31 21)" "(step 31 32)" "(step 31 41)" "(step 32 22)" "(step 32 31)" "(step 32 33)" "(step 32 42)" "(step 33 23)" "(step 33 32)" "(step 33 34)" "(step 33 43)" "(step 34 24)" "(step 34 33)" "(step 34 35)" "(step 34 44)" "(step 35 25)" "(step 35 34)" "(step 35 45)" "(step 41 31)" "(step 41 42)" "(step 41 51)" "(step 42 32)" "(step 42 41)" "(step 42 43)" "(step 42 52)" "(step 43 33)" "(step 43 42)" "(step 43 44)" "(step 43 53)" "(step 44 34)" "(step 44 43)" "(step 44 45)" "(step 44 54)" "(step 45 35)" "(step 45 44)" "(step 45 55)" "(step 51 41)" "(step 51 52)" "(step 52 42)" "(step 52 51)" "(step 52 53)" "(step 53 43)" "(step 53 52)" "(step 53 54)" "(step 54 44)" "(step 54 53)" "(step 54 55)" "(step 55 45)" "(step 55 54)"
64	0 0 0 7.6318885775799585e-71 1.292859279979265e-70 3.1168693227752462e-59 1.411178091558732e-53 1.697142299401978e-52 4.5473743321267813e-45 4.0849767941532797e-41 3.4877462725092729e-39 9.8397707612628808e-36 1.7537978480937224e-33 1.0631090190513448e-30 1.6640482256768485e-30 2.5326735526834004e-26 4.2928391582047734e-59 2.3374605173019093e-52 5.5775865863453785e-53 1.0285463225444067e-43 1.7423808595655535e-43 7.8887550945951055e-38 1.3363746491407493e-37 1.8684327729869485e-32 2.247056064358939e-31 2.0187300624803029e-27 2.4293606447741562e-26 4.0698910175668713e-25 3.4748627355041726e-23 6.1944228166341074e-21 5.3417373432092586e-19 2.7463341719600396e-21 1.664720448183556e-18 3.6373453514630994e-15 2.0615250455322086e-44 1.5811549775046269e-38 5.3144219130787487e-40 3.0897097705052792e-31 7.3725839094708337e-32 3.3410016798958339e-26 7.9662481313813953e-27 8.6709007145383944e-22 1.4688716167929093e-21 1.3363441021197994e-17 2.270873650299204e-17 1.4919306917079226e-15 1.7949400212506004e-14 3.273623467989912e-12 4.8450395583700497e-11 3.1702515708705313e-12 2.7212664619681849e-10 1.3287541284410689e-07 2.4199820619114642e-34 2.6149573197359805e-29 1.2377855504331908e-31 1.6768461788771325e-22 5.6360603668081921e-24 2.6027838761106851e-18 8.5809280814395647e-20 2.6416867366079958e-14 6.3007496143201926e-15 7.49155867836189e-11 1.4136473866236811e-11 5.1349900750055867e-09 8.7138459156122797e-09 2.714166602527541e-06 6.0766053291839084e-06 3.39768687378014e-06 4.5945860691752957e-05 0.026289865737292258 3.7833842014065919e-28 5.761059067577362e-24 5.0941493848008403e-17 2.41151849455038e-19 1.1536499335551659e-13 1.6189997404742898e-09 5.3847119404084855e-11 4.266848564105342e-06 8.1890139949942209e-05 1.7024855515805518e-05 0.90549174839971847 0.022247751541769605 0.045809169344353147
65	0 0 0 1.3983019197240034e-70 2.3560286024530201e-70 3.8779130599008146e-59 1.7715282328880172e-53 2.1190679354017049e-52 4.4717850254530331e-45 4.0531863943528291e-41 3.4420103799228509e-39 9.0851326975992389e-36 1.6338515029714594e-33 9.8506918677726905e-31 1.5156426108337701e-30 2.3149161401428873e-26 7.0354765432414465e-59 3.8445040947450731e-52 9.1243668889716727e-53 1.200507508671184e-43 2.0227605984186219e-43 9.2405086951783448e-38 1.5569563840937676e-37 1.893160926372027e-32 2.2645626354420448e-31 2.052678569357609e-27 2.4566837854656635e-26 4.1214154892741203e-25 3.4999510118077376e-23 6.2947793305622357e-21 5.3863698568623377e-19 2.8944489311862075e-21 1.745088170844156e-18 3.8058700195510061e-15 2.9812425636696455e-44 2.2947152996820397e-38 7.6713575549127288e-40 4.1094755293368799e-31 9.7532377030522623e-32 4.4574881032303037e-26 1.0575645245007136e-26 1.0396367694821338e-21 1.751709863729619e-21 1.5980510922280189e-17 2.7047563914621532e-17 1.6655857269355539e-15 1.9933088555067363e-14 3.629660291898427e-12 5.1148206113126097e-11 3.4630662163387024e-12 2.9616436709171653e-10 1.3120597158663791e-07 3.57199398064106e-34 3.8731476299443438e-29 1.8236915633475502e-31 2.5078305357651837e-22 8.3838143748599637e-24 3.8638210674288673e-18 1.280747428030758e-19 3.8086928906538962e-14 9.0365681208820534e-15 9.4718671786167019e-11 2.0011593830910095e-11 6.2310524594761537e-09 1.0545423935274431e-08 2.7360483730383094e-06 6.4051191541134665e-06 3.6142193634506492e-06 5.0513683771767948e-05 0.027807575516997703 6.3660914057903064e-28 9.7247858646845313e-24 8.4151459311756681e-17 3.9623533207950268e-19 1.8569565043772609e-13 2.5037425358736071e-09 8.3020639196230611e-11 3.0302064697088415e-06 0.00010184285850648467 2.1536458572459775e-05 0.89881391130383304 0.022574231525752442 0.050614452020600276
66	0 0 0 2.099540380130683e-70 3.5380936112318346e-70 4.5951992140551868e-59 2.0885381141460172e-53 2.4986457697071213e-52 4.6188666575308484e-45 4.1652314079749805e-41 3.5376932640828983e-39 9.3552087168042122e-36 1.6738742811797775e-33 1.0093470487332242e-30 1.6201756691386893e-30 2.4623419291858872e-26 8.5646571395110248e-59 4.6570438655858126e-52 1.1054477511813062e-52 1.4617265424326709e-43 2.4632654794890161e-43 1.1195684206284105e-37 1.8866731050343038e-37 2.2939234909942651e-32 2.7443608441132884e-31 2.4749293190662366e-27 2.9622483299861118e-26 4.6664648037672914e-25 3.9634089742770115e-23 7.092055969684512e-21 6.0650561017280958e-19 3.1987461533258456e-21 1.9288387499955492e-18 4.1834690844839078e-15 4.0227316709540682e-44 3.0811034428590985e-38 1.0301844728884198e-39 5.1138820197682553e-31 1.2138879395546899e-31 5.5198251642795083e-26 1.3097670878091402e-26 1.3791920780598179e-21 2.324184988382172e-21 2.108371966633804e-17 3.5675219270264792e-17 2.0344178072847873e-15 2.434984896487659e-14 4.4069398995607236e-12 6.0911517901386678e-11 3.7179133927850134e-12 3.180585646922061e-10 1.3696142904849346e-07 5.404683812277263e-34 5.8314557278110971e-29 2.7461861828127598e-31 3.6536063488720859e-22 1.2216045184997536e-23 5.6030276720876197e-18 1.8569961029858806e-19 4.8678999836238002e-14 1.1550887466296902e-14 1.2047516587753066e-10 2.5541445818474511e-11 7.497066216685413e-09 1.2690575125397123e-08 3.1166207191473848e-06 7.2198457988260327e-06 3.6947840944947675e-06 5.2284880270607901e-05 0.029394350210817408 1.0614137598524975e-27 1.6134238965741501e-23 1.3132007894546733e-16 6.1842289076221927e-19 2.8867163474053684e-13 3.2035431766319563e-09 1.0604899786425427e-10 2.5811647041341008e-06 0.00011526832671002845 2.4076453154015645e-05 0.89442652868471184 0.022692077527255008 0.053278640509611085
67	0 0 0 2.5697479656742765e-70 4.3240686938190903e-70 5.6545627531966061e-59 2.5642199287844993e-53 3.0631941422268805e-52 5.6802878857962521e-45 5.110839418105056e-41 4.3344101214830019e-39 1.0739372052858609e-35 1.9171955939549029e-33 1.1543541536196783e-30 1.8132971639478902e-30 2.7455476110113279e-26 1.0745543252051605e-58 5.8210840625740772e-52 1.3797129141199608e-52 1.8291601461836386e-43 3.077894886868903e-43 1.3957619724767875e-37 2.3486285230284398e-37 3.0706514404692847e-32 3.6681726772598643e-31 3.3005626945695498e-27 3.9444512249535029e-26 5.7717952705320134e-25 4.8949546595615013e-23 8.7391155838228576e-21 7.4585605686681581e-19 3.4739241634884486e-21 2.0916741125182498e-18 4.5211097233085022e-15 5.0783699817871567e-44 3.8751173761028592e-38 1.2937500890969759e-39 6.9534365718875499e-31 1.6481030255031302e-31 7.4770965725389037e-26 1.7716222436618755e-26 1.7554617798955161e-21 2.9538900688724829e-21 2.6743154912610956e-17 4.5193147102562349e-17 2.4604097013769624e-15 2.9405221144384063e-14 5.3106983234006808e-12 7.3225239416347959e-11 3.834810532960595e-12 3.2769220850370162e-10 1.414355558589273e-07 7.9608943106805886e-34 8.5574634487490978e-29 4.0239600905788849e-31 4.7252495946126527e-22 1.5775761932743015e-23 7.2280404089754077e-18 2.3892589484187757e-19 5.9802770229120751e-14 1.4169168851340394e-14 1.4833333893673574e-10 3.1261739522907245e-11 8.3113742647185459e-09 1.4054065896017512e-08 3.4745306705761946e-06 8.0520248633566655e-06 3.7384833806162704e-06 5.3073260007439886e-05 0.031009022578080126 1.6702480192640339e-27 2.5294559990806714e-23 1.6894032399174184e-16 7.9439415726170544e-19 3.7208760712517518e-13 3.6080717203882754e-09 1.1909271410374375e-10 2.458498561619971e-06 0.0001233175569015673 2.5486071405534158e-05 0.89125571223290678 0.022766446366423502 0.054749050278497899
68	0 0 0 3.3408506556082379e-70 5.6486902373666825e-70 7.4428469647509954e-59 3.316421821119835e-53 3.9808669182054151e-52 7.9317268229387566e-45 7.0123577958083768e-41 5.9757217001130947e-39 1.3735988185477535e-35 2.4094719344287127e-33 1.4577455647064729e-30 2.0186219715311481e-30 3.0177206246247637e-26 1.4150889133390534e-58 7.5687175458767272e-52 1.8025851973095826e-52 2.5792154915719435e-43 4.3609220731932872e-43 1.9431674712791242e-37 3.2855022614155579e-37 4.0382678040329545e-32 4.8473347381542472e-31 4.2856475565511767e-27 5.1465015405529422e-26 7.1545306207943238e-25 6.096878976665927e-23 1.0695507765131435e-20 9.1732656984264639e-19 3.6408069392685202e-21 2.2027287149091085e-18 4.7038365436317272e-15 7.230247358284295e-44 5.447240996142935e-38 1.8273886525494808e-39 9.2046532569370703e-31 2.1922038461824516e-31 9.7727361029521508e-26 2.3266636083556779e-26 2.2086903798062411e-21 3.7344484414694321e-21 3.3229389384662423e-17 5.6433317572957955e-17 2.7769070435487473e-15 3.3349187175949643e-14 5.9243070601046071e-12 8.302411688010143e-11 3.926989024117512e-12 3.3723310848482368e-10 1.4460503159635148e-07 1.0734092795680397e-33 1.1392455788783335e-28 5.382808101840959e-31 6.0022568944832454e-22 2.0135791266606379e-23 9.0698604624864251e-18 3.0110075603982714e-19 6.8180544908625865e-14 1.6231364563983932e-14 1.6949800202948946e-10 3.5477774364139347e-11 8.9013657735386317e-09 1.5127961470615654e-08 3.734719858671553e-06 8.7969595490793436e-06 3.78146828186964e-06 5.4043801591010146e-05 0.032618920968071563 2.2312223478547504e-27 3.3364070895012149e-23 1.9557689121509212e-16 9.2406377426161853e-19 4.2729163180365487e-13 3.9056876791344535e-09 1.2944357806635287e-10 2.4771329693755126e-06 0.00012921221806938785 2.6686904975268715e-05 0.88830623260974384 0.022856515740480504 0.055989424171282422
69	0 0 0 4.289271694687222e-70 7.2040801312301228e-70 1.0153369893369285e-58 4.5931121569576933e-53 5.4767034461487398e-52 1.0171231462054593e-44 9.1292694381968174e-41 7.7279919549157017e-39 1.6728555538806032e-35 2.9791102383659822e-33 1.7904040103459765e-30 2.0943238667120772e-30 3.1574765267935056e-26 1.9416421437691578e-58 1.0473171301526553e-51 2.4777414760970815e-52 3.3272117310621378e-43 5.5882447255153637e-43 2.52797953986413e-37 4.2458967470078004e-37 4.9905528720919372e-32 5.9506010893506725e-31 5.3412265548418184e-27 6.3715929154757531e-26 7.9932223858465613e-25 6.7663233092534751e-23 1.205078707667632e-20 1.0272891531617596e-18 3.7188446706370767e-21 2.2349935907743963e-18 4.8143192261261193e-15 9.3159674719576306e-44 7.0781858771541102e-38 2.3587421361437766e-39 1.1364665208849887e-30 2.6886509788611373e-31 1.2168655997590938e-25 2.877791905085366e-26 2.47195335522052e-21 4.1517987229429585e-21 3.7527898596441352e-17 6.3339107202007655e-17 2.942392627562548e-15 3.5102818483747058e-14 6.3341973038419319e-12 8.8949901827354684e-11 3.965584679452559e-12 3.3832980743068333e-10 1.467818398091248e-07 1.3282592552227912e-33 1.4216980332898512e-28 6.6726929763552091e-31 6.7173773154350471e-22 2.2385041605394075e-23 1.0247104124993004e-17 3.3758808229144514e-19 7.2319600937019482e-14 1.710191655275318e-14 1.8298736049307689e-10 3.7771207190239399e-11 9.1732922780583189e-09 1.548994731247391e-08 3.9206669459204371e-06 9.3122891748377432e-06 3.7939916572731577e-06 5.3988921510316105e-05 0.034257798379901762 2.5184488577211437e-27 3.7980418309893161e-23 2.0783749000193441e-16 9.7545898761643466e-19 4.588701453386114e-13 4.0305698793268557e-09 1.3264093347270661e-10 2.5245792549703794e-06 0.00013170243310873413 2.6935413258657965e-05 0.88638913466427238 0.022865796048600347 0.056254916345095107
70	0 0 0 9.4613406562927633e-70 2.2776650981316212e-69 2.7802149750754718e-58 7.2404887543503999e-53 1.237434636835717e-51 2.0247601724483805e-44 1.04623378585215e-40 1.2694092124308295e-38 2.2842523926192356e-35 2.341881337862597e-33 2.0173132642512171e-30 1.9837893135315628e-30 2.4679005397162419e-26 5.2863699096433843e-58 2.3528889992961775e-51 7.9785033409162537e-52 6.6042042493118715e-43 1.5898556099041829e-42 4.1404596482498382e-37 9.9675098638290495e-37 6.82497642330047e-32 1.1664215699545224e-30 6.0274050934384683e-27 1.030623913671275e-25 7.8539456674017986e-25 9.529300496507403e-23 9.7705400085222009e-21 1.1942924291009485e-18 2.6423675481640486e-21 2.2761652170590467e-18 4.0465130694164384e-15 2.6380998561411451e-43 1.6539418311148388e-37 7.8998858639637365e-39 2.2154040854162538e-30 7.5123003402038151e-31 1.95748718049099e-25 6.6349611412919185e-26 3.4763666303857651e-21 8.3688126058985751e-21 4.3569210801737191e-17 1.0542588412670792e-16 3.0551290690955727e-15 5.2241798538774307e-14 5.4297901679070992e-12 1.0995327361116673e-10 3.0445256057399974e-12 3.7230117556223426e-10 1.3377184652552903e-07 3.7076795845086221e-33 3.2746711272924066e-28 2.2029142641556981e-30 1.3485275444510551e-21 6.4410999856810026e-23 1.6988891761227111e-17 8.0155827770386833e-19 1.0721507215140573e-13 3.6339582502609971e-14 2.2574575463092649e-10 6.6323703680598904e-11 1.0196097456816644e-08 2.4677620684268458e-08 3.6349681239783337e-06 1.2518552155773411e-05 3.1587062895051706e-06 6.440702766004962e-05 0.03531912532508278 7.25952414267536e-27 9.0340583355733332e-23 4.4125271930327344e-16 2.9683326320224062e-18 8.0535074602038987e-13 6.3970282830882941e-09 3.0165374125163072e-10 3.3223302947527814e-06 0.000158226750336662 4.6276621546677389e-05 0.87054967085021406 0.020692215717311068 0.073147267022931658
71	0 0 0 1.1047556546988579e-69 1.8339065229351812e-69 1.6856974183266037e-58 8.6211623026331174e-53 1.0160006432148307e-51 1.1852172558093897e-44 1.2026792244715948e-40 1.0062288521948513e-38 1.3462648199463977e-35 2.7104910776327999e-33 1.6100268519799475e-30 1.184812263461377e-30 1.9959795680621053e-26 4.5906656203005152e-58 2.7668780413055133e-51 6.4696946952574269e-52 5.520960510718632e-43 9.1648550976283256e-43 4.6871942198718735e-37 7.7808228405920514e-37 5.7573617540195564e-32 6.7850286580998405e-31 6.8852436995903922e-27 8.1189921481370816e-26 6.8545557752284089e-25 5.7349123847807247e-23 1.1547076736946677e-20 9.7417000477330508e-19 2.3895866015125193e-21 1.4194308564243561e-18 3.4217594587069863e-15 2.1755725180425482e-43 1.8470245015338187e-37 6.0834145199808354e-39 1.8459886185970368e-30 4.3164109553400093e-31 2.2085021274125526e-25 5.1625797651577479e-26 2.9909997073008956e-21 4.9651166739481304e-21 5.0679477062928343e-17 8.482896004440358e-17 2.7572343477528355e-15 3.2518024033158644e-14 6.6143958040473856e-12 9.4412697780545087e-11 2.885151616700494e-12 2.4390601208235884e-10 1.219446424177288e-07 3.0427930758428202e-33 3.639127013265336e-28 1.6881541536439587e-30 1.1452669086984034e-21 3.7720799273681896e-23 1.9483926906584274e-17 6.3569361609239552e-19 9.5591180197989082e-14 2.2343625101395343e-14 2.6224050927330096e-10 5.5447695739742065e-11 9.5895594416851585e-09 1.6082764289871351e-08 4.3033335142204702e-06 1.1693791694345409e-05 3.140406328674786e-06 4.6656090382047321e-05 0.037160127694223138 6.0883810427998403e-27 1.0259051147522355e-22 3.875725188790889e-16 1.797860766881191e-18 9.4913805504561475e-13 5.9424642325111919e-09 1.9345016228734077e-10 3.6635733487264632e-06 0.00015399561736517239 3.1885433753067288e-05 0.87963604755026903 0.021082854380601763 0.061865477709027623
72	0 0 0 8.5737844279224077e-70 1.4196020024389056e-69 1.3914644721923702e-58 7.1327506665923822e-53 8.3843284971893519e-52 9.9715924134013212e-45 1.0141801064028747e-40 8.4634030235212662e-39 1.1732995697864146e-35 2.3676915622944909e-33 1.40278592439832e-30 1.071188197741374e-30 1.804053922820533e-26 2.7980941273484094e-58 1.6860035669322374e-51 3.9321975799060083e-52 4.1107902241218218e-43 6.8064296260702336e-43 3.4890405671946614e-37 5.7769846231907284e-37 4.9068802000593141e-32 5.7678863844303811e-31 5.8666261030330016e-27 6.8996668901581284e-26 6.1831560482050406e-25 5.1598852422337536e-23 1.0413435472003482e-20 8.7555170695888123e-19 2.2665110616357839e-21 1.3428344739228153e-18 3.2307971534300718e-15 1.2462553804400421e-43 1.0577663720733609e-37 3.4749279732686612e-39 1.1561668519364702e-30 2.6964809511625182e-31 1.383314851367494e-25 3.2243215371063814e-26 2.3962016083130214e-21 3.9675139867112115e-21 4.0696766363484017e-17 6.7768082440115759e-17 2.5611772190136853e-15 3.0120382615728513e-14 6.1632432130404839e-12 8.6212674566692737e-11 2.8668974588867325e-12 2.4088281012703168e-10 1.1743074419568285e-07 1.7703857933654669e-33 2.1169701582698751e-28 9.79428131057986e-31 7.0398151565670341e-22 2.312690704264583e-23 1.2074410942369927e-17 3.8969441009595327e-19 6.7475459617707457e-14 1.5728684358921365e-14 2.0106170148537492e-10 3.9331042975182988e-11 8.6186514562173143e-09 1.4343421989197369e-08 4.1812632608396098e-06 1.0686088421931797e-05 3.1924912145837235e-06 4.434945257865882e-05 0.038853090465320608 3.6583166228202386e-27 6.1644340331067264e-23 2.4687074227056007e-16 1.1421806612399516e-18 6.2019682853622944e-13 4.0885720176386922e-09 1.3219047803090418e-10 3.2091095640682279e-06 0.00013282228909539112 2.6512418772116095e-05 0.88356638815018984 0.021308609086629161 0.05604681399411475
73	0 0 0 5.7274981601110629e-70 9.530229070285136e-70 1.0431213553183686e-58 5.3118872153268722e-53 6.2748655838676521e-52 8.505129542317537e-45 8.5933121778579694e-41 7.2066734165360884e-39 1.0556903092826052e-35 2.1163224383502789e-33 1.2600614990282488e-30 1.0100947637727368e-30 1.6983118422760411e-26 1.9949923838544971e-58 1.2000817557550347e-51 2.8127557160728202e-52 2.8240410077456288e-43 4.6990425758868994e-43 2.3929039962456289e-37 3.9816666184423194e-37 3.9301898838178842e-32 4.6426838854607482e-31 4.6910623796831289e-27 5.5445782865780581e-26 5.7100716029238268e-25 4.7886785251665699e-23 9.6005841605585016e-21 8.1100641294249722e-19 2.2316556226488474e-21 1.3287254130513258e-18 3.1892691802852462e-15 7.8261729552185899e-44 6.6314006292713294e-38 2.1893034163942951e-39 8.8603124636884488e-31 2.0766830648622688e-31 1.0581854660723058e-25 2.4789635116300829e-26 1.8238118467916508e-21 3.0347263042957297e-21 3.0937755746570954e-17 5.1784196777207505e-17 2.297813003299948e-15 2.7157244672983873e-14 5.5229345357320432e-12 7.7780554923794725e-11 2.8926097515538648e-12 2.4419871579866372e-10 1.1687008972730375e-07 1.0934239680127447e-33 1.3052824014027312e-28 6.0689140833493367e-31 4.9675747023846203e-22 1.6400061102021231e-23 8.4876803417820241e-18 2.7586210672879421e-19 5.650218031099592e-14 1.3237072973509018e-14 1.6521897323133183e-10 3.2786463654170531e-11 7.5915171165657751e-09 1.2696462917249049e-08 3.7931235230041547e-06 9.6258432950369165e-06 3.2079576068874324e-06 4.4341964817853934e-05 0.040456213657343434 2.3450619367987719e-27 3.9448017466780601e-23 1.6965015386481163e-16 7.8880384624860261e-19 4.2445158038201488e-13 3.3980039884177948e-09 1.1070899272605985e-10 2.7531586314617712e-06 0.00011916790334989991 2.402766097632094e-05 0.88468779815483811 0.021377827794583325 0.053271101585324949
74	0 0 0 4.1354786605214753e-70 6.8660069006947905e-70 7.163685647690039e-59 3.6605275982019366e-53 4.3145880756572875e-52 6.7830791534191087e-45 6.8770106821421185e-41 5.7545864207912532e-39 9.7238789214362991e-36 1.9560412069779705e-33 1.1620569963364661e-30 9.9368715630651252e-31 1.6727713578524521e-26 1.3498673831543512e-58 8.1300632179078802e-52 1.9013198166780656e-52 2.1909819872187143e-43 3.6376194096041877e-43 1.8587718378348884e-37 3.086069046164691e-37 2.9974026639302346e-32 3.5329764343530729e-31 3.5820943281014243e-27 4.2246120056346321e-26 5.1186831677827855e-25 4.2832408427697495e-23 8.6168519213803981e-21 7.264693202036751e-19 2.2535627946162406e-21 1.3388053784650725e-18 3.2164793491625069e-15 5.980342410539553e-44 5.0735794633715938e-38 1.6713054932312333e-39 6.6659497131641881e-31 1.5589180538756606e-31 7.9709726198889822e-26 1.8631916443108288e-26 1.558553424880444e-21 2.5876238661561025e-21 2.6443879044696693e-17 4.4138280503440795e-17 2.0294933268689755e-15 2.3933323225019244e-14 4.8849549531288568e-12 6.8869679192992397e-11 2.9076374741771327e-12 2.4493988659528242e-10 1.1701619368707993e-07 7.6994851885859685e-34 9.2023824495218311e-29 4.2693065357566196e-31 4.1467606362635388e-22 1.3659995844165091e-23 7.0754432312677916e-18 2.3003537180905022e-19 4.9159111950560854e-14 1.1491563242800686e-14 1.4231052409374176e-10 2.8441288403909212e-11 6.9906424200193364e-09 1.1663729877023466e-08 3.4783031107070191e-06 8.7383338708305489e-06 3.2179273763216408e-06 4.435707088069319e-05 0.042011368779802667 1.6074110894449958e-27 2.7071511216116724e-23 1.4125668302853445e-16 6.5535522912809012e-19 3.5038766062330167e-13 3.06357154016226e-09 9.9701567141190627e-11 2.4091969261415216e-06 0.00011189266264310752 2.2690557744560312e-05 0.88458005005261553 0.021429307963776081 0.051782349824619975
75	0 0 0 2.8098268484702641e-70 4.6440185661690258e-70 5.5422764352944059e-59 2.8470380426858862e-53 3.34060294476362e-52 5.1684528205615368e-45 5.2678244383758795e-41 4.3881526129723213e-39 8.7313854791901815e-36 1.7657106717763951e-33 1.0442523679622011e-30 1.0077851943743589e-30 1.6978052130794672e-26 1.0392699933755483e-58 6.2641920544107857e-52 1.4583516461001909e-52 1.6532593719570173e-43 2.7324698752245464e-43 1.4036608171985659e-37 2.3199450296929618e-37 2.5688100892694494e-32 3.0141411501808132e-31 3.0722408594656017e-27 3.6067260200930491e-26 4.5409042302712968e-25 3.7826185215676428e-23 7.6501017884754118e-21 6.4212189723067717e-19 2.281102746283732e-21 1.3490517571044768e-18 3.2437300076798748e-15 4.4632578174497518e-44 3.7894336267577437e-38 1.2426578377304859e-39 5.6509528043476162e-31 1.3155848791178369e-31 6.7619635701591028e-26 1.5735456459451255e-26 1.3614163619118565e-21 2.2501233714045309e-21 2.3112861862037077e-17 3.8398529866892312e-17 1.8786343706629133e-15 2.2053804287081344e-14 4.522467347666691e-12 6.3050675932396087e-11 2.9315515163353259e-12 2.4583993856618068e-10 1.1747003738850877e-07 6.3658224333258946e-34 7.6140583073698035e-29 3.5165752742490927e-31 3.5811203923708959e-22 1.1743472997870297e-23 6.1117775885526961e-18 1.9790964348315949e-19 4.4888521049943617e-14 1.0446128283798135e-14 1.2866624141220333e-10 2.581724050974479e-11 6.6822362769772449e-09 1.1096571049931228e-08 3.2834376666376627e-06 8.0907357619554158e-06 3.2360327358662363e-06 4.439074631086072e-05 0.043539205511188457 1.323178137427172e-27 2.2299594090284705e-23 1.2637355230225219e-16 5.8366594791242487e-19 3.125566584117949e-13 2.8800358070464818e-09 9.335655506922753e-11 2.1712800542759656e-06 0.00010800589002733351 2.190359068782595e-05 0.88387046544131942 0.02149701706918351 0.050902091571603462
